v1,v2,,,,
pam,Just sleeping..and surfing,,,,
pam,"Sorry, I'll call later",,,,
pam,U calling me right? Call my hand phone...,,,,
pam,Ok that's great thanx a lot.,,,,
pam,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,,,,
pam,Where u been hiding stranger?,,,,
pam,Am not interested to do like that.,,,,
pam,My sister cleared two round in birla soft yesterday.,,,,
pam,Gudnite....tc...practice going on,,,,
pam,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,,,,
pam,One small prestige problem now.,,,,
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,,,,
pam,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,,,,
pam,"Nah can't help you there, I've never had an iphone",,,,
pam,If you're not in my car in an hour and a half I'm going apeshit,,,,
pam,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,,
pam,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,,,,
pam,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,,,,
pam,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",,,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,,,,
pam,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",,,,
pam,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",,,,
pam,Ha ha cool cool chikku chikku:-):-DB-),,,,
pam,Oh ok no prob..,,,,
pam,Check audrey's status right now,,,,
pam,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,,,,
pam,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",,,,
pam,Well i know Z will take care of me. So no worries.,,,,
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",,,,
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,,,,
pam,Wat uniform? In where get?,,,,
pam,"Cool, text me when you're ready",,,,
pam,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",,,,
pam,I will spoil you in bed as well :),,,,
pam,I'm going for bath will msg you next  &lt;#&gt;  min..,,,,
pam,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,,,,
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",,,,
pam,Can you say what happen,,,,
pam,You could have seen me..i did't recognise you Face.:),,,,
pam,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,,,,
pam,Keep my payasam there if rinu brings,,,,
pam,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,,,,
pam,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",,,,
pam,"Yeah sure, give me a couple minutes to track down my wallet",,,,
pam,Hey leave it. not a big deal:-) take care.,,,,
pam,Hey i will be late ah... Meet you at 945+,,,,
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",,,,
pam,It took Mr owl 3 licks,,,,
pam,Customer place i will call you.,,,,
pam,Mm that time you dont like fun,,,,
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,,,,
pam,Yup having my lunch buffet now.. U eat already?,,,,
pam,Huh so late... Fr dinner?,,,,
pam,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,,,,
pam,Morning only i can ok.,,,,
pam,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,,,,
pam,Pick you up bout 7.30ish? What time are  and that going?,,,,
pam,From here after The performance award is calculated every two month.not for current one month period..,,,,
pam,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,,,,
pam,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",,,,
pam,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",,,,
pam,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,,,,
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",,,,
pam,Dear how is chechi. Did you talk to her,,,,
pam,The hair cream has not been shipped.,,,,
pam,None of that's happening til you get here though,,,,
pam,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",,,,
pam,"Haha get used to driving to usf man, I know a lot of stoners",,,,
pam,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,,,,
pam,Hello! Good week? Fancy a drink or something later?,,,,
pam,Headin towards busetop,,,,
pam,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,,
pam,Come by our room at some point so we can iron out the plan for this weekend,,,,
pam,Cos i want it to be your thing,,,,
pam,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",,,,
pam,Bring home some Wendy =D,,,,
spam,100 dating service cal;l 09064012103 box334sk38ch,,,,
pam,Whatsup there. Dont u want to sleep,,,,
pam,Alright i have a new goal now,,,,
spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,,
pam,"Alright, I'll head out in a few minutes, text me where to meet you",,,,
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,,,,
pam,Yes:)from last week itself i'm taking live call.,,,,
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,,,,
pam,Siva is in hostel aha:-.,,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,,,,
pam,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,,,,
pam,Ok. She'll be ok. I guess,,,,
pam,aathi..where are you dear..,,,,
pam,Any pain on urination any thing else?,,,,
pam,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,,,,
pam,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,,
pam,At home watching tv lor.,,,,
pam,Does she usually take fifteen fucking minutes to respond to a yes or no question,,,,
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,,,,
pam,Booked ticket for pongal?,,,,
pam,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,,,,
pam,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,,,,
pam,"Ask g or iouri, I've told the story like ten times already",,,,
pam,How long does applebees fucking take,,,,
pam,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",,,,
pam,But i have to. I like to have love and arrange.,,,,
pam,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,,,
pam,You were supposed to wake ME up &gt;:(,,,,
pam,Oic... I saw him too but i tot he din c me... I found a group liao...,,,,
pam,"Sorry, I'll call later",,,,
pam,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS," HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX\""""",,,
pam,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",,,,
pam,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",,,,
pam,I wont get concentration dear you know you are my mind and everything :-),,,,
pam,LOL ... Have you made plans for new years?,,,,
pam,10 min later k...,,,,
pam,hanks lotsly!,,,,
pam,Thanks for this hope you had a good day today,,,,
pam,K:)k:)what are detail you want to transfer?acc no enough?,,,,
pam,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,,,,
spam,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,,
pam,Si si. I think ill go make those oreo truffles.,,,,
pam,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",,,,
pam,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,,,,
pam,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",,,,
pam,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,,,,
pam,Where did u go? My phone is gonna die you have to stay in here,,,,
pam,Great. Never been better. Each day gives even more reasons to thank God,,,,
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",,,,
pam,"Sorry, I'll call later ok bye",,,,
pam,Ok i am on the way to railway,,,,
pam,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),,,,
pam,They don't put that stuff on the roads to keep it from getting slippery over there?,,,,
pam,When are you going to ride your bike?,,,,
pam,"Yup, no need. I'll jus wait 4 e rain 2 stop.",,,,
pam,There are many company. Tell me the language.,,,,
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,,
pam,"How long has it been since you screamed, princess?",,,,
pam,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",,,,
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,,,,
pam,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),,,,
pam,Ok I'm gonna head up to usf in like fifteen minutes,,,,
